State,County,Crash_Date,Crash_Time,Day_of_Week,Location_Type,Weather_Conditions,Road_Condition,Number_of_Vehicles,Vehicle_Type_1,Vehicle_Type_2,EV_Indicator_1,EV_Indicator_2,Driver_Age_1,Driver_Age_2,Driver_Gender_1,Driver_Gender_2,Crash_Severity,Crash_Cause,Fatalities,Injuries,Alcohol_Involvement,Speeding,Police_Report_Filed,Vehicle_Make_1,Vehicle_Make_2,Year_of_Vehicle_1,Year_of_Vehicle_2,Crash_Year
HI,County 86,3/29/23,6:10,Thursday,Residential,Clear,Construction Zone,3,Truck,Truck,No,No,61,50.0,Male,Male,Fatal,Fatigue,2,4,No,No,Yes,Chevrolet,Hyundai,2014,2000.0,2023
OH,County 66,11/18/20,19:32,Sunday,Highway,Fog,Gravel,3,Truck,Sedan,No,No,40,28.0,Female,Female,Severe Injury,Fatigue,0,9,No,No,Yes,Kia,Chevrolet,2020,2013.0,2020
VA,County 62,7/7/23,9:10,Wednesday,Urban,Fog,Dry,2,EV,SUV,Yes,No,64,71.0,Female,Male,Severe Injury,Mechanical Failure,0,1,No,No,Yes,Tesla,Tesla,2008,2019.0,2023
LA,County 63,5/9/22,18:14,Sunday,Urban,Windy,Gravel,5,Sedan,Sedan,No,No,76,44.0,Male,Female,Severe Injury,DUI,0,7,Yes,Yes,No,Honda,Tesla,2014,2005.0,2022
SC,County 35,1/25/20,13:36,Sunday,Urban,Snow,Wet,3,EV,Motorcycle,Yes,No,48,56.0,Female,Male,No Injury,Distracted Driving,0,0,No,No,No,Hyundai,BMW,2007,2022.0,2020
AK,County 81,10/24/23,21:16,Friday,Residential,Fog,Construction Zone,4,Truck,Truck,No,No,75,47.0,Male,Male,Severe Injury,Mechanical Failure,0,8,No,No,Yes,Tesla,BMW,2003,2003.0,2023
NE,County 62,10/9/21,3:09,Monday,Highway,Rain,Construction Zone,3,EV,Motorcycle,Yes,No,18,33.0,Female,Female,Fatal,Speeding,1,5,Yes,No,No,Ford,Kia,2008,2019.0,2021
OR,County 29,4/22/20,0:15,Saturday,Residential,Rain,Construction Zone,1,SUV,,Yes,,33,,Female,,No Injury,Mechanical Failure,0,0,Yes,Yes,Yes,Ford,,2013,,2020
RI,County 62,2/21/22,18:49,Wednesday,Highway,Fog,Icy,4,Truck,SUV,No,No,73,29.0,Male,Female,Minor Injury,Fatigue,0,0,Yes,No,No,Chevrolet,Nissan,2022,2010.0,2022
UT,County 48,7/1/22,2:25,Friday,Highway,Snow,Wet,5,EV,SUV,Yes,No,25,22.0,Female,Male,Severe Injury,Fatigue,0,1,No,No,Yes,Tesla,Tesla,2003,2000.0,2022
ND,County 18,1/5/21,11:44,Friday,Residential,Snow,Dry,4,EV,Sedan,Yes,No,25,46.0,Male,Female,Fatal,Speeding,0,0,Yes,No,No,Hyundai,Honda,2012,2004.0,2021
OR,County 59,1/28/20,5:16,Wednesday,Residential,Snow,Construction Zone,5,Truck,Motorcycle,No,No,64,35.0,Female,Male,Minor Injury,Distracted Driving,0,0,No,Yes,Yes,Tesla,Kia,2005,2014.0,2020
WV,County 12,4/24/22,9:52,Friday,Highway,Clear,Icy,1,Motorcycle,,Yes,,77,,Male,,No Injury,DUI,0,0,No,Yes,Yes,BMW,,2021,,2022
NE,County 100,8/24/20,0:37,Thursday,Highway,Rain,Construction Zone,1,EV,,Yes,,36,,Male,,No Injury,Distracted Driving,0,0,No,Yes,No,Tesla,,2005,,2020
SD,County 70,1/29/23,3:54,Monday,Residential,Fog,Construction Zone,5,Sedan,Motorcycle,No,No,23,18.0,Female,Male,Severe Injury,Speeding,0,10,No,No,Yes,Kia,Honda,2023,2010.0,2023
NE,County 88,3/24/23,17:55,Friday,Rural,Snow,Wet,5,SUV,Motorcycle,No,No,47,31.0,Male,Male,Minor Injury,Weather,0,0,No,Yes,No,Ford,Hyundai,2011,2017.0,2023
PA,County 14,7/13/21,23:30,Thursday,Residential,Rain,Construction Zone,5,SUV,EV,Yes,Yes,23,55.0,Male,Male,Severe Injury,DUI,0,8,No,No,Yes,Tesla,Honda,2022,2017.0,2021
NE,County 82,4/7/21,18:21,Monday,Residential,Snow,Gravel,2,Sedan,SUV,No,No,33,32.0,Female,Male,Minor Injury,Mechanical Failure,0,0,Yes,No,Yes,Hyundai,BMW,2004,2019.0,2021
CT,County 37,6/6/20,21:50,Wednesday,Urban,Clear,Construction Zone,2,Motorcycle,SUV,No,No,27,30.0,Female,Female,Fatal,Speeding,5,7,No,No,Yes,Nissan,Chevrolet,2013,2018.0,2020
ME,County 38,1/23/22,0:29,Monday,Urban,Snow,Icy,4,Sedan,Sedan,No,No,34,56.0,Female,Male,Minor Injury,Mechanical Failure,0,0,Yes,Yes,Yes,Toyota,BMW,2020,2000.0,2022
MN,County 29,6/12/21,0:32,Tuesday,Highway,Windy,Gravel,4,Truck,Sedan,No,No,72,45.0,Female,Female,Minor Injury,Weather,0,0,Yes,Yes,No,Nissan,Kia,2015,2004.0,2021
MI,County 93,10/6/20,7:52,Wednesday,Rural,Windy,Construction Zone,2,Truck,Truck,No,No,48,43.0,Male,Female,Minor Injury,Speeding,0,0,Yes,Yes,Yes,BMW,Ford,2006,2000.0,2020
MO,County 7,3/18/22,18:09,Sunday,Highway,Rain,Gravel,5,Sedan,EV,No,Yes,32,57.0,Male,Female,Minor Injury,Fatigue,0,0,Yes,Yes,No,Nissan,Nissan,2015,2004.0,2022
SD,County 24,1/16/23,23:48,Monday,Residential,Rain,Construction Zone,4,SUV,Sedan,No,No,56,37.0,Female,Female,Severe Injury,Weather,0,5,Yes,Yes,No,Toyota,Tesla,2002,2021.0,2023
NH,County 11,8/16/21,9:43,Tuesday,Highway,Rain,Icy,4,Sedan,Sedan,No,No,60,32.0,Female,Female,Fatal,Weather,5,3,Yes,Yes,No,Chevrolet,Tesla,2021,2001.0,2021
SC,County 33,4/30/20,3:34,Wednesday,Residential,Windy,Construction Zone,2,Truck,SUV,No,No,68,48.0,Female,Female,Severe Injury,DUI,0,0,No,Yes,No,Hyundai,Nissan,2022,2018.0,2020
NV,County 60,3/15/23,3:15,Monday,Highway,Fog,Icy,5,Motorcycle,Truck,No,No,70,72.0,Male,Male,No Injury,Distracted Driving,0,0,Yes,No,Yes,Hyundai,Ford,2005,2000.0,2023
MA,County 67,9/7/23,2:57,Thursday,Highway,Fog,Dry,5,Sedan,EV,No,Yes,52,72.0,Female,Female,Severe Injury,Speeding,0,2,No,Yes,No,Ford,Honda,2006,2017.0,2023
GA,County 23,3/13/23,12:59,Saturday,Rural,Snow,Wet,2,Motorcycle,Motorcycle,No,No,62,51.0,Male,Female,Minor Injury,Distracted Driving,0,0,No,Yes,No,Chevrolet,Honda,2023,2010.0,2023
AK,County 57,7/29/20,22:13,Tuesday,Urban,Windy,Icy,1,Sedan,,Yes,,79,,Female,,Severe Injury,DUI,0,2,Yes,Yes,No,Hyundai,,2001,,2020
MA,County 66,12/28/22,2:23,Thursday,Residential,Fog,Dry,3,SUV,Sedan,No,No,16,52.0,Female,Male,No Injury,Fatigue,0,0,No,No,No,Hyundai,Nissan,2017,2008.0,2022
TX,County 45,1/26/22,23:05,Friday,Rural,Clear,Wet,1,EV,,Yes,,50,,Male,,No Injury,Weather,0,0,Yes,Yes,No,Toyota,,2012,,2022
DE,County 11,11/29/21,9:00,Tuesday,Rural,Clear,Construction Zone,2,EV,Sedan,Yes,No,54,62.0,Female,Female,Fatal,Weather,5,1,Yes,No,No,Hyundai,Audi,2014,2010.0,2021
CO,County 22,2/7/23,3:04,Tuesday,Residential,Snow,Wet,4,Motorcycle,Sedan,No,No,57,49.0,Male,Male,Fatal,Distracted Driving,4,2,No,No,No,Ford,Kia,2002,2021.0,2023
IN,County 88,7/4/23,23:46,Thursday,Rural,Rain,Icy,2,Motorcycle,Motorcycle,Yes,No,76,51.0,Male,Male,Severe Injury,Weather,0,7,Yes,Yes,No,BMW,Toyota,2020,2001.0,2023
ID,County 57,10/28/21,11:37,Saturday,Highway,Fog,Gravel,2,Motorcycle,Motorcycle,No,No,75,21.0,Female,Female,Fatal,Mechanical Failure,2,7,Yes,No,No,Ford,Kia,2011,2008.0,2021
LA,County 12,11/14/22,19:01,Thursday,Highway,Windy,Icy,1,EV,,Yes,,29,,Female,,Minor Injury,DUI,0,0,No,Yes,Yes,Kia,,2009,,2022
MS,County 27,10/29/20,8:59,Tuesday,Residential,Clear,Construction Zone,4,Sedan,Truck,No,No,37,32.0,Female,Male,Fatal,Speeding,5,0,No,Yes,No,Toyota,Chevrolet,2012,2011.0,2020
TX,County 38,1/10/20,22:09,Thursday,Highway,Rain,Dry,4,EV,Truck,Yes,No,60,35.0,Female,Male,Severe Injury,Speeding,0,8,Yes,Yes,Yes,Toyota,Chevrolet,2023,2012.0,2020
TX,County 20,11/11/22,17:31,Sunday,Highway,Clear,Wet,3,SUV,Motorcycle,No,No,62,23.0,Male,Female,No Injury,Weather,0,0,Yes,No,No,Hyundai,Audi,2005,2006.0,2022
NE,County 10,5/12/21,5:41,Sunday,Highway,Clear,Dry,3,Sedan,Sedan,No,No,28,64.0,Male,Male,No Injury,Speeding,0,0,Yes,Yes,Yes,Kia,Hyundai,2004,2014.0,2021
IA,County 81,1/26/21,23:46,Tuesday,Urban,Fog,Dry,1,Truck,,No,,39,,Male,,Minor Injury,Fatigue,0,0,No,No,No,Ford,,2003,,2021
SC,County 32,11/24/23,2:00,Tuesday,Highway,Fog,Wet,5,Motorcycle,Truck,No,No,45,28.0,Female,Male,Severe Injury,Mechanical Failure,0,3,Yes,No,Yes,Chevrolet,Tesla,2006,2005.0,2023
NC,County 93,3/2/22,20:42,Tuesday,Rural,Fog,Construction Zone,1,Truck,,No,,36,,Female,,No Injury,Mechanical Failure,0,0,Yes,No,No,Hyundai,,2022,,2022
WI,County 40,4/15/23,2:21,Friday,Rural,Windy,Dry,3,SUV,Sedan,No,No,64,22.0,Male,Male,No Injury,Fatigue,0,0,No,Yes,No,Honda,BMW,2018,2020.0,2023
NV,County 29,7/24/23,12:41,Monday,Residential,Windy,Dry,5,SUV,Motorcycle,No,No,46,24.0,Female,Male,Minor Injury,Speeding,0,0,Yes,No,No,Kia,Kia,2016,2016.0,2023
VA,County 53,7/17/21,9:18,Sunday,Highway,Windy,Wet,3,Sedan,Truck,Yes,No,74,75.0,Male,Male,Fatal,Weather,1,3,Yes,No,No,Hyundai,Honda,2004,2014.0,2021
AK,County 51,9/10/23,19:59,Sunday,Highway,Fog,Dry,1,Sedan,,Yes,,25,,Male,,No Injury,Distracted Driving,0,0,No,Yes,No,Honda,,2011,,2023
VT,County 65,6/23/20,13:12,Thursday,Residential,Rain,Wet,3,Motorcycle,Motorcycle,No,No,25,80.0,Female,Female,Fatal,DUI,5,0,No,No,No,Nissan,Hyundai,2019,2009.0,2020
HI,County 16,6/19/22,9:42,Friday,Urban,Windy,Gravel,5,SUV,Motorcycle,No,No,19,60.0,Female,Female,No Injury,Fatigue,0,0,No,Yes,Yes,Audi,BMW,2008,2012.0,2022
TX,County 92,9/8/20,19:07,Saturday,Residential,Fog,Gravel,4,EV,Motorcycle,Yes,No,17,72.0,Male,Female,Fatal,DUI,2,7,Yes,Yes,No,Ford,Nissan,2016,2014.0,2020
SD,County 63,4/24/20,20:31,Tuesday,Highway,Fog,Gravel,5,Motorcycle,EV,No,Yes,41,43.0,Male,Male,No Injury,Mechanical Failure,0,0,Yes,Yes,Yes,Honda,Kia,2012,2000.0,2020
NV,County 95,8/20/23,22:02,Friday,Rural,Snow,Construction Zone,3,Sedan,Sedan,No,No,31,53.0,Female,Male,No Injury,DUI,0,0,Yes,No,No,Audi,BMW,2007,2006.0,2023
TN,County 11,3/21/22,2:17,Monday,Urban,Rain,Gravel,4,Sedan,Motorcycle,No,No,21,32.0,Male,Female,Minor Injury,DUI,0,0,Yes,Yes,No,Tesla,Audi,2006,2002.0,2022
KS,County 54,1/10/22,23:02,Wednesday,Highway,Clear,Construction Zone,1,Truck,,No,,21,,Female,,Severe Injury,Weather,0,6,No,No,Yes,Kia,,2003,,2022
VA,County 18,7/25/20,0:52,Monday,Urban,Windy,Gravel,2,Sedan,Sedan,No,No,33,79.0,Male,Male,Fatal,Mechanical Failure,3,9,No,No,Yes,Nissan,Honda,2003,2023.0,2020
KY,County 75,1/8/22,17:38,Wednesday,Rural,Snow,Wet,4,EV,Sedan,Yes,No,38,45.0,Female,Female,Minor Injury,Distracted Driving,0,0,No,Yes,Yes,BMW,Toyota,2007,2001.0,2022
AK,County 54,11/7/23,10:42,Friday,Rural,Clear,Construction Zone,1,EV,,Yes,,52,,Male,,Minor Injury,Distracted Driving,0,0,Yes,No,Yes,Tesla,,2011,,2023
UT,County 32,1/25/21,17:20,Sunday,Rural,Rain,Gravel,3,EV,Motorcycle,Yes,No,63,57.0,Male,Female,No Injury,Mechanical Failure,0,0,No,Yes,No,Toyota,Toyota,2020,2022.0,2021
OH,County 77,12/6/21,9:54,Saturday,Residential,Windy,Construction Zone,2,Motorcycle,Truck,No,No,51,59.0,Female,Female,No Injury,Distracted Driving,0,0,No,No,No,Nissan,Audi,2004,2023.0,2021
KY,County 96,4/30/23,7:39,Wednesday,Residential,Fog,Construction Zone,5,Motorcycle,Sedan,Yes,No,54,25.0,Male,Male,No Injury,Mechanical Failure,0,0,Yes,Yes,No,Audi,Ford,2006,2009.0,2023
NV,County 10,9/18/21,9:31,Tuesday,Urban,Snow,Gravel,1,Motorcycle,,No,,37,,Female,,Minor Injury,Weather,0,0,No,Yes,Yes,Chevrolet,,2018,,2021
AZ,County 68,12/22/21,14:58,Tuesday,Highway,Fog,Icy,5,SUV,SUV,Yes,No,80,38.0,Male,Female,Severe Injury,DUI,0,8,Yes,Yes,Yes,Honda,Ford,2022,2019.0,2021
VT,County 70,1/22/21,17:06,Wednesday,Rural,Windy,Wet,3,Motorcycle,Motorcycle,Yes,No,24,47.0,Male,Female,No Injury,Distracted Driving,0,0,No,No,No,Tesla,Chevrolet,2002,2002.0,2021
WY,County 75,11/10/23,16:59,Wednesday,Urban,Snow,Dry,1,EV,,Yes,,76,,Female,,Fatal,Mechanical Failure,4,0,Yes,No,No,Ford,,2003,,2023
CO,County 17,5/27/21,22:58,Monday,Highway,Snow,Dry,4,Sedan,Sedan,No,No,64,57.0,Female,Male,Severe Injury,Mechanical Failure,0,0,No,No,Yes,Nissan,Nissan,2009,2020.0,2021
ND,County 75,11/16/22,7:48,Friday,Rural,Rain,Icy,3,Motorcycle,EV,No,Yes,50,17.0,Female,Male,Minor Injury,Mechanical Failure,0,0,No,No,Yes,Nissan,Audi,2006,2021.0,2022
MO,County 54,7/9/23,22:06,Thursday,Highway,Fog,Gravel,4,Sedan,EV,No,Yes,33,33.0,Male,Male,Minor Injury,Speeding,0,0,No,No,Yes,BMW,Toyota,2011,2022.0,2023
NE,County 41,5/28/22,4:31,Thursday,Residential,Clear,Construction Zone,1,Truck,,Yes,,36,,Male,,Fatal,Distracted Driving,0,7,Yes,Yes,No,Kia,,2014,,2022
MD,County 44,4/21/20,9:23,Sunday,Rural,Fog,Icy,5,Sedan,SUV,No,No,19,42.0,Male,Male,No Injury,Weather,0,0,No,No,No,Hyundai,Honda,2019,2014.0,2020
LA,County 40,7/3/21,0:45,Tuesday,Highway,Rain,Construction Zone,3,EV,EV,Yes,Yes,73,77.0,Female,Female,No Injury,Speeding,0,0,No,Yes,Yes,Toyota,Tesla,2017,2005.0,2021
MS,County 83,7/24/23,22:36,Wednesday,Residential,Windy,Construction Zone,5,Truck,EV,No,Yes,48,78.0,Male,Male,Fatal,Speeding,4,10,No,No,No,Hyundai,BMW,2019,2003.0,2023
LA,County 39,2/3/20,12:22,Sunday,Urban,Rain,Wet,2,Motorcycle,Truck,No,No,24,52.0,Female,Male,Fatal,DUI,3,1,No,No,Yes,BMW,Hyundai,2008,2000.0,2020
NC,County 53,1/28/23,2:09,Sunday,Residential,Snow,Construction Zone,1,Motorcycle,,No,,68,,Male,,Severe Injury,Speeding,0,7,No,Yes,Yes,Honda,,2005,,2023
NJ,County 89,5/6/21,6:30,Friday,Rural,Rain,Wet,2,Truck,Sedan,Yes,No,37,62.0,Female,Female,Minor Injury,DUI,0,0,Yes,Yes,No,Ford,Tesla,2020,2001.0,2021
IN,County 13,6/16/23,19:56,Wednesday,Highway,Windy,Gravel,5,Sedan,EV,Yes,Yes,46,23.0,Male,Male,Severe Injury,Fatigue,0,9,Yes,No,No,Kia,Kia,2001,2001.0,2023
AK,County 64,7/20/21,19:12,Saturday,Urban,Windy,Wet,3,Truck,SUV,No,No,47,71.0,Male,Male,Severe Injury,Distracted Driving,0,10,No,Yes,Yes,Audi,Toyota,2017,2002.0,2021
WI,County 95,11/15/20,16:06,Wednesday,Residential,Clear,Construction Zone,4,Sedan,Sedan,No,No,67,40.0,Female,Male,Minor Injury,Speeding,0,0,No,Yes,Yes,BMW,Kia,2018,2017.0,2020
WI,County 61,5/5/21,5:54,Thursday,Residential,Fog,Construction Zone,4,SUV,SUV,No,No,72,59.0,Male,Female,Fatal,Mechanical Failure,3,8,Yes,No,No,Hyundai,Honda,2016,2003.0,2021
CA,County 48,1/15/23,10:49,Tuesday,Highway,Rain,Dry,5,Motorcycle,Truck,No,No,40,28.0,Male,Male,Fatal,DUI,0,3,No,No,Yes,Honda,Audi,2015,2005.0,2023
SC,County 89,5/23/20,0:37,Wednesday,Residential,Snow,Gravel,4,Sedan,SUV,No,No,41,61.0,Female,Female,Minor Injury,Mechanical Failure,0,0,Yes,Yes,No,Ford,Honda,2008,2017.0,2020
PA,County 4,9/1/21,21:02,Saturday,Highway,Snow,Icy,5,Sedan,SUV,No,No,42,44.0,Female,Female,Fatal,DUI,0,0,No,No,No,Audi,Audi,2012,2002.0,2021
WA,County 39,4/12/23,21:37,Thursday,Urban,Fog,Icy,1,Motorcycle,,Yes,,40,,Male,,Fatal,Distracted Driving,5,5,No,Yes,Yes,Kia,,2009,,2023
OK,County 8,4/29/20,9:02,Saturday,Urban,Snow,Wet,3,EV,Sedan,Yes,No,35,22.0,Male,Female,No Injury,Distracted Driving,0,0,No,Yes,Yes,Honda,Honda,2010,2006.0,2020
MS,County 46,6/16/20,13:26,Wednesday,Highway,Fog,Wet,3,Sedan,Truck,No,No,60,73.0,Female,Female,No Injury,DUI,0,0,No,No,No,Toyota,Nissan,2016,2023.0,2020
OK,County 90,4/25/23,22:35,Monday,Highway,Rain,Dry,3,Motorcycle,Truck,No,No,31,30.0,Male,Female,No Injury,DUI,0,0,No,Yes,No,Nissan,Kia,2017,2015.0,2023
VT,County 32,1/1/22,19:04,Monday,Highway,Fog,Dry,1,Sedan,,No,,40,,Female,,Severe Injury,Mechanical Failure,0,1,Yes,Yes,Yes,Audi,,2008,,2022
VT,County 10,6/14/21,1:43,Thursday,Rural,Clear,Dry,2,Motorcycle,Truck,No,No,23,18.0,Female,Female,Minor Injury,Fatigue,0,0,No,Yes,No,Toyota,Kia,2002,2015.0,2021
NH,County 63,8/8/20,21:55,Thursday,Rural,Snow,Wet,5,Sedan,EV,No,Yes,35,59.0,Female,Female,Fatal,Mechanical Failure,0,8,Yes,Yes,Yes,Hyundai,Chevrolet,2014,2006.0,2020
WV,County 25,12/27/23,5:28,Friday,Highway,Rain,Dry,4,Sedan,Sedan,No,No,68,44.0,Female,Female,Minor Injury,Mechanical Failure,0,0,Yes,Yes,No,Honda,Audi,2021,2009.0,2023
WV,County 29,6/15/22,15:36,Thursday,Residential,Fog,Gravel,4,SUV,Motorcycle,No,No,44,39.0,Female,Female,Severe Injury,DUI,0,0,Yes,No,No,Chevrolet,Honda,2014,2011.0,2022
CT,County 22,5/11/22,5:09,Thursday,Residential,Clear,Gravel,1,Sedan,,No,,66,,Female,,No Injury,Mechanical Failure,0,0,No,No,No,Toyota,,2001,,2022
IA,County 45,10/4/22,13:35,Monday,Residential,Snow,Construction Zone,5,Sedan,Sedan,No,No,20,33.0,Male,Female,Fatal,Fatigue,5,8,No,No,Yes,Kia,Kia,2015,2012.0,2022
NH,County 38,9/18/23,22:55,Tuesday,Highway,Fog,Wet,3,Sedan,EV,No,Yes,21,17.0,Female,Male,Fatal,Speeding,5,4,No,Yes,No,Audi,Honda,2010,2017.0,2023
FL,County 59,7/23/21,5:39,Wednesday,Highway,Fog,Wet,5,SUV,Motorcycle,No,No,60,37.0,Male,Male,Minor Injury,Speeding,0,0,Yes,Yes,No,Chevrolet,Nissan,2020,2005.0,2021
NC,County 20,9/4/23,20:30,Sunday,Rural,Fog,Dry,1,Truck,,No,,34,,Male,,No Injury,Distracted Driving,0,0,No,No,Yes,Audi,,2022,,2023
RI,County 39,7/16/20,14:00,Tuesday,Urban,Fog,Icy,3,Truck,Motorcycle,No,No,41,51.0,Female,Female,Severe Injury,Weather,0,5,Yes,Yes,No,Kia,Chevrolet,2021,2008.0,2020
NC,County 38,8/31/22,0:26,Thursday,Rural,Snow,Construction Zone,5,Truck,EV,No,Yes,60,26.0,Female,Male,Fatal,Distracted Driving,0,7,Yes,No,Yes,BMW,Kia,2011,2005.0,2022
GA,County 40,7/13/20,22:06,Tuesday,Urban,Fog,Dry,3,SUV,EV,Yes,Yes,47,65.0,Male,Female,Fatal,Mechanical Failure,3,6,No,No,Yes,Chevrolet,Chevrolet,2009,2013.0,2020
SC,County 33,11/30/22,3:35,Tuesday,Highway,Rain,Gravel,4,EV,Sedan,Yes,No,17,35.0,Male,Female,Fatal,DUI,4,0,Yes,No,Yes,Kia,Toyota,2007,2015.0,2022
RI,County 34,4/16/20,21:55,Monday,Rural,Clear,Icy,1,SUV,,No,,79,,Male,,Minor Injury,DUI,0,0,No,Yes,No,BMW,,2015,,2020
KS,County 72,7/30/21,10:21,Sunday,Urban,Snow,Construction Zone,2,EV,SUV,Yes,No,55,27.0,Female,Female,Minor Injury,Distracted Driving,0,0,Yes,No,No,Nissan,Nissan,2018,2003.0,2021
OH,County 66,6/13/22,7:04,Wednesday,Urban,Fog,Wet,4,Motorcycle,Motorcycle,No,No,42,35.0,Female,Male,Fatal,Mechanical Failure,5,2,Yes,Yes,No,Hyundai,BMW,2020,2007.0,2022
IA,County 85,4/8/20,2:50,Monday,Rural,Fog,Dry,2,SUV,SUV,No,No,20,66.0,Male,Female,Severe Injury,Mechanical Failure,0,2,Yes,No,No,Honda,Audi,2011,2018.0,2020
IL,County 93,7/19/20,19:27,Monday,Urban,Fog,Gravel,5,Sedan,Sedan,No,No,33,40.0,Female,Female,Severe Injury,Mechanical Failure,0,0,No,Yes,Yes,Chevrolet,Audi,2007,2002.0,2020
NH,County 5,5/18/20,10:29,Thursday,Rural,Windy,Wet,4,SUV,Sedan,No,No,18,55.0,Male,Male,No Injury,Speeding,0,0,No,No,Yes,Audi,Tesla,2021,2015.0,2020
DE,County 87,10/22/22,2:40,Thursday,Highway,Rain,Icy,5,EV,EV,Yes,Yes,28,30.0,Female,Female,Fatal,DUI,3,4,No,No,Yes,Toyota,Nissan,2018,2001.0,2022
OK,County 27,12/15/23,5:40,Friday,Highway,Rain,Icy,5,Motorcycle,Truck,No,No,25,58.0,Male,Male,No Injury,DUI,0,0,No,Yes,Yes,Ford,Audi,2002,2008.0,2023
NH,County 58,12/13/22,23:29,Thursday,Urban,Clear,Wet,4,Truck,Sedan,No,No,69,71.0,Male,Male,Fatal,Mechanical Failure,4,3,No,No,No,Tesla,Ford,2017,2002.0,2022
NC,County 41,3/2/23,14:22,Wednesday,Rural,Snow,Construction Zone,1,EV,,Yes,,35,,Male,,No Injury,Distracted Driving,0,0,No,No,No,Honda,,2004,,2023
GA,County 83,4/30/22,16:43,Tuesday,Urban,Rain,Dry,5,Motorcycle,SUV,No,No,19,19.0,Female,Female,No Injury,Mechanical Failure,0,0,Yes,Yes,No,Chevrolet,Tesla,2009,2014.0,2022
NV,County 64,1/22/20,19:57,Thursday,Highway,Windy,Gravel,3,EV,SUV,Yes,No,60,71.0,Female,Female,Severe Injury,Weather,0,7,Yes,Yes,No,Honda,Honda,2019,2003.0,2020
DE,County 33,6/14/23,12:48,Monday,Highway,Snow,Dry,3,Truck,Motorcycle,Yes,No,28,26.0,Male,Male,Severe Injury,Fatigue,0,7,No,No,No,Hyundai,Honda,2001,2023.0,2023
NE,County 42,1/6/22,20:31,Sunday,Highway,Rain,Wet,4,SUV,Truck,Yes,No,79,62.0,Female,Male,Fatal,Distracted Driving,2,2,Yes,Yes,No,Audi,Kia,2008,2016.0,2022
OR,County 65,6/16/23,8:19,Tuesday,Residential,Fog,Icy,2,Truck,SUV,Yes,No,30,50.0,Female,Female,Fatal,DUI,4,4,No,Yes,No,Chevrolet,BMW,2003,2001.0,2023
KS,County 60,9/19/23,21:20,Saturday,Residential,Rain,Construction Zone,4,SUV,EV,No,Yes,34,62.0,Male,Female,Fatal,Fatigue,4,6,No,No,No,Nissan,Audi,2023,2007.0,2023
IL,County 25,2/9/23,8:50,Saturday,Rural,Fog,Gravel,3,EV,Truck,Yes,No,20,65.0,Female,Male,Fatal,Speeding,0,10,No,No,No,Chevrolet,Kia,2007,2006.0,2023
ID,County 69,1/19/22,7:23,Thursday,Residential,Windy,Construction Zone,2,Truck,Truck,Yes,No,74,22.0,Female,Female,No Injury,Weather,0,0,Yes,Yes,No,BMW,Toyota,2021,2004.0,2022
MA,County 79,10/25/20,20:29,Wednesday,Urban,Rain,Dry,1,Motorcycle,,Yes,,25,,Male,,No Injury,Weather,0,0,Yes,No,Yes,Nissan,,2018,,2020
UT,County 10,11/29/20,17:39,Wednesday,Residential,Fog,Gravel,4,Motorcycle,SUV,No,No,20,37.0,Male,Female,Minor Injury,Weather,0,0,No,No,Yes,Tesla,BMW,2022,2023.0,2020
LA,County 26,9/2/22,22:54,Thursday,Urban,Snow,Dry,2,Truck,Truck,No,No,71,42.0,Male,Female,No Injury,Weather,0,0,No,No,No,Audi,Nissan,2009,2007.0,2022
MD,County 7,5/18/22,6:48,Thursday,Rural,Snow,Icy,1,Sedan,,No,,38,,Female,,Minor Injury,DUI,0,0,No,Yes,Yes,Chevrolet,,2003,,2022
MO,County 90,5/3/21,13:26,Friday,Rural,Snow,Wet,5,SUV,Motorcycle,Yes,No,19,78.0,Female,Male,Severe Injury,Distracted Driving,0,4,Yes,No,No,Hyundai,Audi,2022,2021.0,2021
AL,County 46,12/7/22,12:20,Wednesday,Residential,Clear,Dry,4,Motorcycle,EV,No,Yes,79,44.0,Female,Male,Severe Injury,Speeding,0,4,No,Yes,Yes,Honda,Ford,2000,2016.0,2022
MO,County 17,5/9/23,5:35,Thursday,Urban,Windy,Dry,5,Truck,EV,Yes,Yes,41,60.0,Male,Male,No Injury,Distracted Driving,0,0,Yes,No,Yes,Audi,Audi,2020,2022.0,2023
NH,County 98,11/2/23,19:36,Saturday,Residential,Rain,Wet,5,SUV,Sedan,No,No,44,78.0,Female,Female,No Injury,Fatigue,0,0,Yes,Yes,No,Ford,Nissan,2008,2008.0,2023
OR,County 23,6/13/22,16:17,Thursday,Rural,Clear,Gravel,3,EV,SUV,Yes,No,36,51.0,Female,Male,Severe Injury,Mechanical Failure,0,3,No,Yes,Yes,Chevrolet,Nissan,2012,2010.0,2022
RI,County 29,6/15/22,11:48,Friday,Highway,Clear,Construction Zone,2,Truck,Truck,No,No,62,56.0,Female,Male,Severe Injury,DUI,0,8,No,No,Yes,Chevrolet,Kia,2021,2022.0,2022
ME,County 83,7/22/20,13:03,Saturday,Residential,Rain,Dry,1,SUV,,No,,74,,Female,,Fatal,Distracted Driving,2,7,Yes,Yes,No,Honda,,2006,,2020
MI,County 59,1/9/20,12:32,Monday,Highway,Snow,Dry,3,Motorcycle,EV,No,Yes,25,41.0,Male,Male,Fatal,Distracted Driving,0,2,No,Yes,Yes,Kia,Tesla,2009,2015.0,2020
